Source,Target,Weight,Type
VD13 , vBWMR23       ,4,chemical
VD13 , vBWMR24       ,4,chemical
VD13 , intestine     ,1,chemical
HSNL , ADLL          ,1,chemical
HSNL , ADLR          ,1,chemical
HSNL , ASHL          ,3,chemical
HSNL , ASHR          ,1,chemical
HSNL , ASJR          ,2,chemical
HSNL , ASKL          ,3,chemical
HSNL , ASKR          ,2,chemical
HSNL , AWAR          ,3,chemical
HSNL , AWBL          ,5,chemical
HSNL , AWBR          ,3,chemical
HSNL , AIAL          ,8,chemical
HSNL , AIZL          ,6,chemical
HSNL , AIZR          ,3,chemical
HSNL , AIMR          ,2,chemical
HSNL , RIFL          ,9,chemical
HSNL , RIR           ,3,chemical
HSNL , RMGR          ,1,chemical
HSNL , AVFL          ,11,chemical
HSNL , AVFR          ,4,chemical
HSNL , AVJL          ,3,chemical
HSNL , PVQL          ,1,chemical
HSNL , RIML          ,4,chemical
HSNL , vBWML11       ,1,chemical
HSNL , vBWML15       ,3,chemical
HSNL , vBWML16       ,1,chemical
HSNL , vBWMR11       ,1,chemical
HSNL , hyp           ,1,chemical
HSNL , HSNL          ,1,chemical
HSNL , HSNR          ,5,chemical
HSNL , VC05          ,9,chemical
HSNL , vm2aL         ,6,chemical
HSNL , vm2aR         ,6,chemical
HSNL , vm2pL         ,6,chemical
HSNL , vm2pR         ,6,chemical
HSNR , ASHL          ,4,chemical
HSNR , AWBL          ,2,chemical
HSNR , BDUR          ,2,chemical
HSNR , AIAL          ,3,chemical
HSNR , AIBL          ,2,chemical
HSNR , AIZL          ,3,chemical
HSNR , AIZR          ,1,chemical
HSNR , RIFR          ,6,chemical
HSNR , RMGR          ,1,chemical
HSNR , AVFL          ,4,chemical
HSNR , AVFR          ,2,chemical
HSNR , AVHL          ,2,chemical
HSNR , AVHR          ,2,chemical
HSNR , AVJL          ,3,chemical
HSNR , PVNR          ,2,chemical
HSNR , PVPR          ,1,chemical
HSNR , PVQR          ,1,chemical
HSNR , PVT           ,1,chemical
HSNR , AVBR          ,1,chemical
HSNR , AVDR          ,1,chemical
HSNR , AVER          ,1,chemical
HSNR , RIML          ,1,chemical
HSNR , RIMR          ,1,chemical
HSNR , RMDDR         ,1,chemical
HSNR , SABD          ,1,chemical
HSNR , SABVR         ,1,chemical
HSNR , DA05          ,2,chemical
HSNR , DA06          ,1,chemical
HSNR , AS05          ,2,chemical
HSNR , VA06          ,2,chemical
HSNR , vBWMR9        ,1,chemical
HSNR , vBWMR10       ,4,chemical
HSNR , vBWMR15       ,1,chemical
HSNR , vBWMR16       ,2,chemical
HSNR , HSNL          ,1,chemical
HSNR , VC02          ,6,chemical
HSNR , VC03          ,1,chemical
HSNR , VC04          ,1,chemical
HSNR , VC05          ,2,chemical
HSNR , vm2aL         ,6,chemical
HSNR , vm2aR         ,6,chemical
HSNR , vm2pL         ,6,chemical
HSNR , vm2pR         ,6,chemical
VC01 , AVFL          ,1,chemical
VC01 , AVL           ,2,chemical
VC01 , DVC           ,1,chemical
VC01 , PVPR          ,1,chemical
VC01 , PVT           ,4,chemical
VC01 , DD01          ,6,chemical
VC01 , DD02          ,8,chemical
VC01 , DD03          ,8,chemical
VC01 , VD01          ,5,chemical
VC01 , VD02          ,1,chemical
VC01 , VD03          ,2,chemical
VC01 , VD04          ,4,chemical
VC01 , VD05          ,4,chemical
VC01 , VD06          ,1,chemical
VC01 , vBWML7        ,1,chemical
VC01 , vBWML9        ,1,chemical
VC01 , vBWML11       ,1,chemical
VC01 , vBWMR12       ,3,chemical
VC01 , VC02          ,4,chemical
VC01 , VC03          ,2,chemical
VC02 , DVC           ,3,chemical
VC02 , PVPR          ,1,chemical
VC02 , PVQR          ,1,chemical
VC02 , PVT           ,6,chemical
VC02 , PVCL          ,1,chemical
VC02 , DB04          ,1,chemical
VC02 , DD01          ,6,chemical
VC02 , DD02          ,4,chemical
VC02 , DD03          ,8,chemical
VC02 , VD01          ,2,chemical
VC02 , VD02          ,3,chemical
VC02 , VD04          ,6,chemical
VC02 , VD05          ,4,chemical
VC02 , VD06          ,2,chemical
VC02 , vBWML8        ,2,chemical
VC02 , vBWML9        ,4,chemical
VC02 , vBWML11       ,1,chemical
VC02 , vBWML13       ,1,chemical
VC02 , vBWML14       ,3,chemical
VC02 , vBWMR8        ,1,chemical
VC02 , vBWMR9        ,2,chemical
VC02 , vBWMR11       ,1,chemical
VC02 , vBWMR12       ,1,chemical
VC02 , vBWMR13       ,3,chemical
VC02 , VC01          ,3,chemical
VC02 , VC03          ,4,chemical
VC03 , AVJL          ,1,chemical
VC03 , AVL           ,1,chemical
VC03 , PVNR          ,1,chemical
VC03 , PVPR          ,2,chemical
VC03 , PVQR          ,2,chemical
VC03 , PVT           ,5,chemical
VC03 , AVBL          ,1,chemical
VC03 , SABVL         ,1,chemical
VC03 , DD01          ,1,chemical
VC03 , DD02          ,3,chemical
VC03 , DD03          ,5,chemical
VC03 , VB02          ,1,chemical
VC03 , VB04          ,1,chemical
VC03 , VD01          ,2,chemical
VC03 , VD02          ,1,chemical
VC03 , VD03          ,2,chemical
VC03 , VD04          ,3,chemical
VC03 , VD05          ,3,chemical
VC03 , VD06          ,5,chemical
VC03 , VD07          ,8,chemical
VC03 , vBWML11       ,1,chemical
VC03 , vBWML12       ,1,chemical
VC03 , vBWML13       ,1,chemical
VC03 , vBWML14       ,1,chemical
VC03 , vBWML15       ,3,chemical
VC03 , vBWML16       ,2,chemical
VC03 , vBWMR11       ,2,chemical
VC03 , vBWMR13       ,1,chemical
VC03 , vBWMR15       ,2,chemical
VC03 , HSNR          ,1,chemical
VC03 , VC01          ,5,chemical
VC03 , VC02          ,2,chemical
VC04 , AVHR          ,1,chemical
VC04 , AVBR          ,1,chemical
VC04 , vBWML16       ,1,chemical
VC04 , vBWMR16       ,3,chemical
VC04 , VC03          ,1,chemical
VC04 , VC05          ,2,chemical
VC04 , vm2aL         ,2,chemical
VC04 , vm2aR         ,3,chemical
VC04 , vm2pL         ,2,chemical
VC04 , vm2pR         ,2,chemical
VC05 , AVFL          ,2,chemical
VC05 , AVFR          ,1,chemical
VC05 , DVC           ,3,chemical
VC05 , PVR           ,1,chemical
VC05 , PVT           ,1,chemical
VC05 , vBWML15       ,4,chemical
VC05 , vBWML16       ,1,chemical
VC05 , HSNL          ,1,chemical
VC05 , HSNR          ,3,chemical
VC05 , VC04          ,4,chemical
VC05 , VC05          ,6,chemical
VC05 , vm2aL         ,2,chemical
VC05 , vm2aR         ,2,chemical
VC05 , vm2pL         ,3,chemical
VC05 , vm2pR         ,2,chemical
VC06 , AVG           ,1,chemical
VC06 , AVL           ,2,chemical
VC06 , PVNR          ,2,chemical
VC06 , DD06          ,2,chemical
VC06 , VD11          ,5,chemical
VC06 , VD12          ,3,chemical
VC06 , vBWML17       ,1,chemical
VC06 , vBWMR17       ,1,chemical
I1L , I2L         ,2,electrical
I1L , M3L         ,2,electrical
I1L , MCR         ,1,electrical
I1L , NSML        ,3,electrical
I1L , pm4vl       ,1,electrical
I1L , RIPL        ,2,electrical
I1R , I2R         ,1,electrical
I1R , I3          ,1,electrical
I1R , MCR         ,4,electrical
I1R , NSMR        ,2,electrical
I1R , pm3vr       ,3,electrical
I1R , pm4vr       ,2,electrical
I1R , RIPR        ,2,electrical
I2L , I1L         ,2,electrical
I2L , I4          ,1,electrical
I2L , M2L         ,1,electrical
I2R , I1R         ,1,electrical
I2R , M1          ,1,electrical
I2R , M2R         ,1,electrical
I2R , MCR         ,1,electrical
I2R , NSMR        ,2,electrical
I3 , I1R         ,1,electrical
I3 , M1          ,1,electrical
I3 , MI          ,1,electrical
I3 , pm4d        ,3,electrical
I3 , pm5d        ,1,electrical
I4 , I2L         ,1,electrical
I4 , M2R         ,2,electrical
I4 , M4          ,1,electrical
I4 , pm5vl       ,1,electrical
I5 , M2L         ,1,electrical
I5 , M2R         ,1,electrical
I5 , M5          ,1,electrical
I6 , M4          ,5,electrical
M1 , I2R         ,1,electrical
M1 , I3          ,1,electrical
M1 , pm5d        ,3,electrical
M2L , I2L         ,1,electrical
M2L , I5          ,1,electrical
M2L , M4          ,1,electrical
M2L , MCL         ,1,electrical
M2L , pm4vl       ,1,electrical
M2L , pm5vl       ,1,electrical
M2R , I2R         ,1,electrical
M2R , I4          ,2,electrical
M2R , I5          ,1,electrical
M2R , M3R         ,1,electrical
M2R , MCR         ,11,electrical
M2R , MI          ,5,electrical
M2R , pm5d        ,1,electrical
M3L , I1L         ,2,electrical
M3L , NSMR        ,1,electrical
M3L , pm4d        ,2,electrical
M3L , pm5d        ,1,electrical
M3L , pm5vl       ,1,electrical
M3R , M2R         ,1,electrical
M3R , NSMR        ,2,electrical
M3R , pm4vr       ,1,electrical
M3R , pm5d        ,1,electrical
M3R , pm5vr       ,1,electrical
M4 , I4          ,1,electrical
M4 , I6          ,5,electrical
M4 , M2L         ,1,electrical
M4 , M4          ,1,electrical
M4 , M5          ,2,electrical
M4 , pm5d        ,1,electrical
M4 , pm5vl       ,1,electrical
M4 , pm5vr       ,1,electrical
M5 , I5          ,1,electrical
M5 , M4          ,2,electrical
M5 , M5          ,1,electrical
M5 , pm5vl       ,2,electrical
M5 , pm6vr       ,2,electrical
MCL , M2L         ,1,electrical
MCR , I1L         ,1,electrical
MCR , I1R         ,4,electrical
MCR , I2R         ,1,electrical
MCR , M2R         ,11,electrical
MI , I3          ,1,electrical
MI , M2R         ,5,electrical
MI , pm4d        ,3,electrical
NSML , I1L         ,3,electrical
NSML , NSMR        ,2,electrical
NSMR , I1R         ,2,electrical
NSMR , I2R         ,2,electrical
NSMR , M3L         ,1,electrical
NSMR , M3R         ,2,electrical
NSMR , NSML        ,2,electrical
NSMR , pm5d        ,2,electrical
pm1d , pm2d        ,2,electrical
pm1vl , pm2vl       ,2,electrical
pm1vr , pm2vr       ,2,electrical
pm2d , pm1d        ,2,electrical
pm2d , pm3d        ,2,electrical
pm2vl , pm1vl       ,2,electrical
pm2vl , pm3vl       ,2,electrical
pm2vr , pm1vr       ,2,electrical
pm2vr , pm3vr       ,2,electrical
pm3d , pm2d        ,2,electrical
pm3d , pm4d        ,2,electrical
pm3d , mc1dl       ,2,electrical
pm3d , mc1dr       ,2,electrical
pm3vl , pm2vl       ,2,electrical
pm3vl , pm4vl       ,2,electrical
pm3vl , mc1dl       ,2,electrical
pm3vl , mc1v        ,2,electrical
pm3vr , I1R         ,3,electrical
pm3vr , pm2vr       ,2,electrical
pm3vr , pm4vr       ,2,electrical
pm3vr , mc1v        ,2,electrical
pm4d , I3          ,3,electrical
pm4d , M3L         ,2,electrical
pm4d , MI          ,3,electrical
pm4d , pm3d        ,2,electrical
pm4d , pm5d        ,2,electrical
pm4d , mc1dl       ,2,electrical
pm4d , mc1dr       ,2,electrical
pm4vl , I1L         ,1,electrical
pm4vl , M2L         ,1,electrical
pm4vl , pm3vl       ,2,electrical
pm4vl , pm5vl       ,2,electrical
pm4vl , mc1dl       ,2,electrical
pm4vl , mc1v        ,2,electrical
pm4vr , I1R         ,2,electrical
pm4vr , M3R         ,1,electrical
pm4vr , pm3vr       ,2,electrical
pm4vr , pm5vr       ,2,electrical
pm4vr , mc1dr       ,4,electrical
pm4vr , mc1v        ,2,electrical
pm5d , I3          ,1,electrical
pm5d , M1          ,3,electrical
pm5d , M2R         ,1,electrical
pm5d , M3L         ,1,electrical
pm5d , M3R         ,1,electrical
pm5d , M4          ,1,electrical
pm5d , NSMR        ,2,electrical
pm5d , pm4d        ,2,electrical
pm5d , pm6d        ,2,electrical
pm5d , mc2dl       ,2,electrical
pm5d , mc2dr       ,2,electrical
pm5vl , I4          ,1,electrical
pm5vl , M2L         ,1,electrical
pm5vl , M3L         ,1,electrical
pm5vl , M4          ,1,electrical
pm5vl , M5          ,2,electrical
pm5vl , pm4vl       ,2,electrical
pm5vl , pm6vl       ,2,electrical
pm5vl , mc2dl       ,2,electrical
pm5vl , mc2v        ,2,electrical
pm5vr , M3R         ,1,electrical
pm5vr , M4          ,1,electrical
pm5vr , pm4vr       ,2,electrical
pm5vr , pm6vr       ,2,electrical
pm5vr , mc2dr       ,2,electrical
pm5vr , mc2v        ,2,electrical
pm6d , pm5d        ,2,electrical
pm6d , mc3dl       ,2,electrical
pm6d , mc3dr       ,2,electrical
pm6vl , pm5vl       ,2,electrical
pm6vl , mc3dl       ,2,electrical
pm6vl , mc3v        ,2,electrical
pm6vr , M5          ,2,electrical
pm6vr , pm5vr       ,2,electrical
pm6vr , mc3dr       ,2,electrical
pm6vr , mc3v        ,2,electrical
pm7d , pm8         ,2,electrical
pm7d , mc3dl       ,2,electrical
pm7d , mc3dr       ,2,electrical
pm7vl , pm8         ,2,electrical
pm7vl , mc3dl       ,2,electrical
pm7vl , mc3v        ,2,electrical
pm7vr , pm8         ,2,electrical
pm7vr , mc3dr       ,2,electrical
pm7vr , mc3v        ,2,electrical
pm8 , pm7d        ,2,electrical
pm8 , pm7vl       ,2,electrical
pm8 , pm7vr       ,2,electrical
pm8 , mc3dl       ,2,electrical
pm8 , mc3dr       ,2,electrical
pm8 , mc3v        ,2,electrical
mc1dl , pm3d        ,2,electrical
mc1dl , pm3vl       ,2,electrical
mc1dl , pm4d        ,2,electrical
mc1dl , pm4vl       ,2,electrical
mc1dl , mc2dl       ,2,electrical
mc1dr , pm3d        ,2,electrical
mc1dr , pm4d        ,2,electrical
mc1dr , pm4vr       ,4,electrical
mc1dr , mc2dr       ,2,electrical
mc1v , pm3vl       ,2,electrical
mc1v , pm3vr       ,2,electrical
mc1v , pm4vl       ,2,electrical
mc1v , pm4vr       ,2,electrical
mc2dl , pm5d        ,2,electrical
mc2dl , pm5vl       ,2,electrical
mc2dl , mc1dl       ,2,electrical
mc2dl , mc3dl       ,2,electrical
mc2dr , pm5d        ,2,electrical
mc2dr , pm5vr       ,2,electrical
mc2dr , mc1dr       ,2,electrical
mc2dr , mc3dr       ,2,electrical
mc2v , pm5vl       ,2,electrical
mc2v , pm5vr       ,2,electrical
mc3dl , pm6d        ,2,electrical
mc3dl , pm6vl       ,2,electrical
mc3dl , pm7d        ,2,electrical
mc3dl , pm7vl       ,2,electrical
mc3dl , pm8         ,2,electrical
mc3dl , mc2dl       ,2,electrical
mc3dr , pm6d        ,2,electrical
mc3dr , pm6vr       ,2,electrical
mc3dr , pm7d        ,2,electrical
mc3dr , pm7vr       ,2,electrical
mc3dr , pm8         ,2,electrical
mc3dr , mc2dr       ,2,electrical
mc3v , pm6vl       ,2,electrical
mc3v , pm6vr       ,2,electrical
mc3v , pm7vl       ,2,electrical
mc3v , pm7vr       ,2,electrical
mc3v , pm8         ,2,electrical
ADFL , ASHL        ,1,electrical
ADFL , AWCL        ,1,electrical
ADFL , AFDL        ,3,electrical
ADFL , AIZL        ,1,electrical
ADFL , ADAL        ,5,electrical
ADFL , RIAL        ,1,electrical
ADFL , URBL        ,1,electrical
ADFL , RIPL        ,2,electrical
ADFR , ASGR        ,1,electrical
ADFR , AWAR        ,3,electrical
ADFR , AWBR        ,1,electrical
ADFR , AFDR        ,5,electrical
ADFR , AIAR        ,4,electrical
ADFR , ADAR        ,4,electrical
ADFR , RIH         ,1,electrical
ADFR , SMBVR       ,1,electrical
ADFR , SMDVR       ,2,electrical
ADLL , ADLR        ,6,electrical
ADLL , AWAL        ,1,electrical
ADLL , RMGL        ,3,electrical
ADLL , AVDR        ,2,electrical
ADLL , hyp         ,1,electrical
ADLR , ADLL        ,6,electrical
ADLR , ASGR        ,1,electrical
ADLR , ASKR        ,1,electrical
ASEL , ASGL        ,3,electrical
ASEL , AWCL        ,1,electrical
ASEL , AWCR        ,2,electrical
ASEL , AFDL        ,6,electrical
ASEL , AFDR        ,2,electrical
ASER , ASGR        ,3,electrical
ASER , AWBR        ,1,electrical
ASER , AFDR        ,1,electrical
ASER , PVQR        ,1,electrical
ASGL , ASEL        ,3,electrical
ASGL , AWBL        ,1,electrical
ASGL , AIZL        ,3,electrical
ASGL , AIML        ,1,electrical
ASGL , AINR        ,1,electrical
ASGL , RIVL        ,2,electrical
ASGR , ADFR        ,1,electrical
ASGR , ADLR        ,1,electrical
ASGR , ASER        ,3,electrical
ASGR , ASIR        ,4,electrical
ASGR , AWCR        ,2,electrical
ASGR , AIAR        ,3,electrical
ASGR , AIZR        ,1,electrical
ASGR , AINL        ,1,electrical
ASHL , ADFL        ,1,electrical
ASHL , ASHR        ,7,electrical
ASHL , ASKL        ,18,electrical
ASHL , AIZL        ,2,electrical
ASHL , RICL        ,5,electrical
ASHL , RMGL        ,3,electrical
ASHR , ASHL        ,7,electrical
ASHR , ASKR        ,2,electrical
ASHR , AFDR        ,4,electrical
ASHR , AIAR        ,1,electrical
ASHR , AIZR        ,6,electrical
ASHR , ADAR        ,3,electrical
ASHR , RICR        ,4,electrical
ASHR , RMGR        ,3,electrical
ASHR , AVHL        ,2,electrical
ASHR , AVAR        ,2,electrical
ASHR , AVER        ,1,electrical
ASIL , AIAL        ,1,electrical
ASIL , AINR        ,1,electrical
ASIR , ASGR        ,4,electrical
ASIR , AIAL        ,2,electrical
ASIR , AIAR        ,3,electrical
ASIR , AIYR        ,1,electrical
ASJL , ASJR        ,7,electrical
ASJL , IL2L        ,1,electrical
ASJL , AIAL        ,1,electrical
ASJL , ALA         ,2,electrical
ASJL , PVQL        ,1,electrical
ASJL , RIVL        ,1,electrical
ASJR , ASJL        ,7,electrical
ASJR , AIMR        ,1,electrical
ASJR , PVQR        ,5,electrical
ASKL , ASHL        ,18,electrical
ASKL , ASKR        ,9,electrical
ASKL , AIAL        ,2,electrical
ASKL , AIBL        ,1,electrical
ASKL , AVHL        ,8,electrical
ASKL , PVQL        ,8,electrical
ASKL , HSNL        ,1,electrical
ASKR , ADLR        ,1,electrical
ASKR , ASHR        ,2,electrical
ASKR , ASKL        ,9,electrical
ASKR , ASKR        ,2,electrical
ASKR , AIAR        ,1,electrical
ASKR , AIBR        ,3,electrical
ASKR , ALA         ,1,electrical
ASKR , RMGR        ,1,electrical
ASKR , AVHR        ,10,electrical
ASKR , PVQR        ,25,electrical
ASKR , HSNR        ,3,electrical
AWAL , ADLL        ,1,electrical
AWAL , AWAR        ,2,electrical
AWAL , AIZL        ,3,electrical
AWAR , ADFR        ,3,electrical
AWAR , AWAL        ,2,electrical
AWAR , AIAR        ,3,electrical
AWAR , AIZR        ,3,electrical
AWBL , ASGL        ,1,electrical
AWBL , AWBR        ,3,electrical
AWBL , AUAL        ,4,electrical
AWBL , AIAL        ,1,electrical
AWBL , RMGL        ,1,electrical
AWBR , ADFR        ,1,electrical
AWBR , ASER        ,1,electrical
AWBR , AWBL        ,3,electrical
AWBR , AUAR        ,3,electrical
AWBR , RICL        ,4,electrical
AWBR , RMGR        ,1,electrical
AWCL , ADFL        ,1,electrical
AWCL , ASEL        ,1,electrical
AWCL , AUAL        ,1,electrical
AWCR , ASEL        ,2,electrical
AWCR , ASGR        ,2,electrical
AWCR , AFDR        ,3,electrical
AWCR , AIAL        ,1,electrical
AWCR , AIAR        ,1,electrical
AFDL , ADFL        ,3,electrical
AFDL , ASEL        ,6,electrical
AFDL , AFDR        ,1,electrical
AFDL , AIBL        ,2,electrical
AFDL , AIYL        ,2,electrical
AFDL , URBL        ,9,electrical
AFDL , AVEL        ,1,electrical
AFDR , ADFR        ,5,electrical
AFDR , ASEL        ,2,electrical
AFDR , ASER        ,1,electrical
AFDR , ASHR        ,4,electrical
AFDR , AWCR        ,3,electrical
AFDR , AFDL        ,1,electrical
AFDR , URBR        ,2,electrical
AFDR , RMDVR       ,1,electrical
IL1DL , IL1DR       ,3,electrical
IL1DL , IL1L        ,2,electrical
IL1DL , RMEV        ,1,electrical
IL1DR , IL1DL       ,3,electrical
IL1DR , IL1R        ,8,electrical
IL1DR , RMDVR       ,1,electrical
IL1DR , RMEV        ,4,electrical
IL1L , IL1DL       ,2,electrical
IL1L , IL1VL       ,8,electrical
IL1L , URBL        ,2,electrical
IL1L , RIPL        ,1,electrical
IL1L , RMER        ,1,electrical
IL1R , IL1DR       ,8,electrical
IL1R , IL1VR       ,8,electrical
IL1VL , IL1L        ,8,electrical
IL1VL , IL1VR       ,11,electrical
IL1VL , RMDDL       ,1,electrical
IL1VL , RMED        ,3,electrical
IL1VR , IL1R        ,8,electrical
IL1VR , IL1VL       ,11,electrical
IL1VR , IL2VR       ,1,electrical
IL1VR , URAVR       ,4,electrical
IL2DL , URADL       ,1,electrical
IL2DR , RMED        ,1,electrical
IL2DR , URADR       ,1,electrical
IL2L , ASJL        ,1,electrical
IL2L , OLLL        ,2,electrical
IL2L , URXL        ,1,electrical
IL2L , RMGL        ,5,electrical
IL2L , URBL        ,4,electrical
IL2L , RMDL        ,2,electrical
IL2L , RMER        ,2,electrical
IL2L , URAVL       ,1,electrical
IL2R , URXR        ,4,electrical
IL2R , RMGR        ,1,electrical
IL2R , URBR        ,4,electrical
IL2VL , URAVL       ,3,electrical
IL2VR , IL1VR       ,1,electrical
IL2VR , CEPVR       ,1,electrical
OLQDL , CEPDL       ,2,electrical
OLQDL , RIBL        ,5,electrical
OLQDL , RIGL        ,3,electrical
OLQDL , URBL        ,3,electrical
OLQDL , RMDVL       ,1,electrical
OLQDR , CEPDR       ,8,electrical
OLQDR , RIBR        ,5,electrical
OLQDR , RIGR        ,4,electrical
OLQDR , RIH         ,2,electrical
OLQDR , URBR        ,7,electrical
OLQDR , RMDVR       ,1,electrical
OLQVL , CEPVL       ,4,electrical
